# f[Hz], a[dB]
3.000000000000000000e+07,3.514807891845703125e+01
3.161666600000000000e+07,3.564397430419921875e+01
3.323333400000000000e+07,3.580749893188476562e+01
3.485000000000000000e+07,3.586453628540039062e+01
3.646666800000000000e+07,3.512077713012695312e+01
3.808333200000000000e+07,3.494769668579101562e+01
3.970000000000000000e+07,3.486409378051757812e+01
4.131666800000000000e+07,3.527825927734375000e+01
4.293333200000000000e+07,3.543433380126953125e+01
4.455000000000000000e+07,3.593905258178710938e+01
4.616666800000000000e+07,3.568139648437500000e+01
4.778333200000000000e+07,3.509717178344726562e+01
4.940000000000000000e+07,3.558880615234375000e+01
5.101666800000000000e+07,3.511305999755859375e+01
5.263333200000000000e+07,3.528375244140625000e+01
5.425000000000000000e+07,3.634858322143554688e+01
5.586666800000000000e+07,3.601502609252929688e+01
5.748333200000000000e+07,3.604249572753906250e+01
5.910000000000000000e+07,3.575431823730468750e+01
6.071666800000000000e+07,3.617736816406250000e+01
6.233333200000000000e+07,3.602035140991210938e+01
6.395000000000000000e+07,3.520301055908203125e+01
6.556666800000000000e+07,3.684703445434570312e+01
6.718333600000000000e+07,3.556623077392578125e+01
6.880000000000000000e+07,3.556142807006835938e+01
7.041666400000000000e+07,3.550904846191406250e+01
7.203333600000000000e+07,3.591796112060546875e+01
7.365000000000000000e+07,3.577509689331054688e+01
7.526666400000000000e+07,3.587495040893554688e+01
7.688333600000000000e+07,3.562120056152343750e+01
7.850000000000000000e+07,3.580126953125000000e+01
8.011666400000000000e+07,3.566061019897460938e+01
8.173333600000000000e+07,3.563925552368164062e+01
8.335000000000000000e+07,3.592095565795898438e+01
8.496666400000000000e+07,3.581603622436523438e+01
8.658333600000000000e+07,3.581590270996093750e+01
8.820000000000000000e+07,3.572913742065429688e+01
8.981666400000000000e+07,3.655359649658203125e+01
9.143333600000000000e+07,3.647114944458007812e+01
9.305000000000000000e+07,3.595339584350585938e+01
9.466666400000000000e+07,3.599692153930664062e+01
9.628333600000000000e+07,3.566458129882812500e+01
9.790000000000000000e+07,3.576147842407226562e+01
9.951666400000000000e+07,3.559798431396484375e+01
1.011333360000000000e+08,3.534839630126953125e+01
