# f[Hz], a[dB]
3.000000000000000000e+07,3.606581497192382812e+01
3.161666600000000000e+07,3.546456527709960938e+01
3.323333400000000000e+07,3.540006256103515625e+01
3.485000000000000000e+07,3.592506790161132812e+01
3.646666800000000000e+07,3.650041198730468750e+01
3.808333200000000000e+07,3.547188949584960938e+01
3.970000000000000000e+07,3.507280349731445312e+01
4.131666800000000000e+07,3.556602478027343750e+01
4.293333200000000000e+07,3.515516662597656250e+01
4.455000000000000000e+07,3.577252578735351562e+01
4.616666800000000000e+07,3.563994216918945312e+01
4.778333200000000000e+07,3.575002288818359375e+01
4.940000000000000000e+07,3.553086090087890625e+01
5.101666800000000000e+07,3.502481460571289062e+01
5.263333200000000000e+07,3.578693008422851562e+01
5.425000000000000000e+07,3.611336898803710938e+01
5.586666800000000000e+07,3.611085128784179688e+01
5.748333200000000000e+07,3.507384109497070312e+01
5.910000000000000000e+07,3.588446044921875000e+01
6.071666800000000000e+07,3.620933532714843750e+01
6.233333200000000000e+07,3.549073791503906250e+01
6.395000000000000000e+07,3.595021820068359375e+01
6.556666800000000000e+07,3.582394409179687500e+01
6.718333600000000000e+07,3.537165069580078125e+01
6.880000000000000000e+07,3.618292999267578125e+01
7.041666400000000000e+07,3.544451141357421875e+01
7.203333600000000000e+07,3.561522674560546875e+01
7.365000000000000000e+07,3.565601730346679688e+01
7.526666400000000000e+07,3.533357238769531250e+01
7.688333600000000000e+07,3.526535415649414062e+01
7.850000000000000000e+07,3.610723114013671875e+01
8.011666400000000000e+07,3.578683853149414062e+01
8.173333600000000000e+07,3.579044723510742188e+01
8.335000000000000000e+07,3.603744125366210938e+01
8.496666400000000000e+07,3.599185180664062500e+01
8.658333600000000000e+07,3.633178329467773438e+01
8.820000000000000000e+07,3.636397933959960938e+01
8.981666400000000000e+07,3.619804000854492188e+01
9.143333600000000000e+07,3.662802886962890625e+01
9.305000000000000000e+07,3.603165435791015625e+01
9.466666400000000000e+07,3.542888641357421875e+01
