# f[Hz], a[dB]
3.000000000000000000e+07,3.552050781250000000e+01
3.161666600000000000e+07,3.503064727783203125e+01
3.323333400000000000e+07,3.541947555541992188e+01
3.485000000000000000e+07,3.559280776977539062e+01
3.646666800000000000e+07,3.536047363281250000e+01
3.808333200000000000e+07,3.597907638549804688e+01
3.970000000000000000e+07,3.572674179077148438e+01
4.131666800000000000e+07,3.528645706176757812e+01
4.293333200000000000e+07,3.492190551757812500e+01
4.455000000000000000e+07,3.552774047851562500e+01
4.616666800000000000e+07,3.592124176025390625e+01
4.778333200000000000e+07,3.538807296752929688e+01
4.940000000000000000e+07,3.576030731201171875e+01
5.101666800000000000e+07,3.594632339477539062e+01
5.263333200000000000e+07,3.515250396728515625e+01
5.425000000000000000e+07,3.577442932128906250e+01
5.586666800000000000e+07,3.557944107055664062e+01
5.748333200000000000e+07,3.537913894653320312e+01
5.910000000000000000e+07,3.568257522583007812e+01
6.071666800000000000e+07,3.546540832519531250e+01
6.233333200000000000e+07,3.557728195190429688e+01
6.395000000000000000e+07,3.580743408203125000e+01
6.556666800000000000e+07,3.607592010498046875e+01
6.718333600000000000e+07,3.561385345458984375e+01
6.880000000000000000e+07,3.612887954711914062e+01
7.041666400000000000e+07,3.633958053588867188e+01
7.203333600000000000e+07,3.602463912963867188e+01
7.365000000000000000e+07,3.600566482543945312e+01
7.526666400000000000e+07,3.605800628662109375e+01
7.688333600000000000e+07,3.598490905761718750e+01
7.850000000000000000e+07,3.618291091918945312e+01
8.011666400000000000e+07,3.593518829345703125e+01
8.173333600000000000e+07,3.585690689086914062e+01
8.335000000000000000e+07,3.579445648193359375e+01
8.496666400000000000e+07,3.646204757690429688e+01
8.658333600000000000e+07,3.573084259033203125e+01
8.820000000000000000e+07,3.574752426147460938e+01
8.981666400000000000e+07,3.575481796264648438e+01
9.143333600000000000e+07,3.577458572387695312e+01
9.305000000000000000e+07,3.660609054565429688e+01
9.466666400000000000e+07,3.666027450561523438e+01
9.628333600000000000e+07,3.583816909790039062e+01
9.790000000000000000e+07,3.690988922119140625e+01
9.951666400000000000e+07,3.558358764648437500e+01
1.011333360000000000e+08,3.632683563232421875e+01
1.027500000000000000e+08,3.646322631835937500e+01
1.043666640000000000e+08,3.597529983520507812e+01
1.059833360000000000e+08,3.656877136230468750e+01
1.076000000000000000e+08,3.569078826904296875e+01
1.092166640000000000e+08,3.651715850830078125e+01
1.108333360000000000e+08,3.603431701660156250e+01
1.124500000000000000e+08,3.655656814575195312e+01
1.140666640000000000e+08,3.619601821899414062e+01
1.156833360000000000e+08,3.620541381835937500e+01
1.173000000000000000e+08,3.553253173828125000e+01
1.189166640000000000e+08,3.663806915283203125e+01
1.205333360000000000e+08,3.589257049560546875e+01
1.221500000000000000e+08,3.659267425537109375e+01
1.237666640000000000e+08,3.671708679199218750e+01
1.253833360000000000e+08,3.596775817871093750e+01
1.270000000000000000e+08,3.584566879272460938e+01
1.286166640000000000e+08,3.641240692138671875e+01
1.302333360000000000e+08,3.638024139404296875e+01
1.318500000000000000e+08,3.573441696166992188e+01
1.334666640000000000e+08,3.671544265747070312e+01
1.350833280000000000e+08,3.620115661621093750e+01
1.367000000000000000e+08,3.605094146728515625e+01
1.383166720000000000e+08,3.706854248046875000e+01
1.399333280000000000e+08,3.687032318115234375e+01
1.415500000000000000e+08,3.625475311279296875e+01
1.431666720000000000e+08,3.589795684814453125e+01
1.447833280000000000e+08,3.590345382690429688e+01
1.464000000000000000e+08,3.655701065063476562e+01
1.480166720000000000e+08,3.645795059204101562e+01
1.496333280000000000e+08,3.672094726562500000e+01
1.512500000000000000e+08,3.668746185302734375e+01
1.528666720000000000e+08,3.724356842041015625e+01
1.544833280000000000e+08,3.644578552246093750e+01
1.561000000000000000e+08,3.638394927978515625e+01
1.577166720000000000e+08,3.649276351928710938e+01
1.593333280000000000e+08,3.553978347778320312e+01
1.609500000000000000e+08,3.638769149780273438e+01
1.625666720000000000e+08,3.619114303588867188e+01
1.641833280000000000e+08,3.651275253295898438e+01
1.658000000000000000e+08,3.666489028930664062e+01
1.674166720000000000e+08,3.609446716308593750e+01
1.690333280000000000e+08,3.634123992919921875e+01
1.706500000000000000e+08,3.645289993286132812e+01
1.722666720000000000e+08,3.621450042724609375e+01
1.738833280000000000e+08,3.639311981201171875e+01
1.755000000000000000e+08,3.638798141479492188e+01
1.771166720000000000e+08,3.641885757446289062e+01
1.787333280000000000e+08,3.615494537353515625e+01
1.803500000000000000e+08,3.688719177246093750e+01
1.819666720000000000e+08,3.606224441528320312e+01
1.835833280000000000e+08,3.661895751953125000e+01
1.852000000000000000e+08,3.634915161132812500e+01
1.868166720000000000e+08,3.678361129760742188e+01
1.884333280000000000e+08,3.688676452636718750e+01
1.900500000000000000e+08,3.687657165527343750e+01
1.916666720000000000e+08,3.669475555419921875e+01
1.932833280000000000e+08,3.575451278686523438e+01
1.949000000000000000e+08,3.612186813354492188e+01
1.965166720000000000e+08,3.678865814208984375e+01
1.981333280000000000e+08,3.653127670288085938e+01
1.997500000000000000e+08,3.597684478759765625e+01
2.013666720000000000e+08,3.658030319213867188e+01
2.029833280000000000e+08,3.616850280761718750e+01
2.046000000000000000e+08,3.690512084960937500e+01
2.062166720000000000e+08,3.690871810913085938e+01
2.078333280000000000e+08,3.607942199707031250e+01
2.094500000000000000e+08,3.590575790405273438e+01
2.110666720000000000e+08,3.662752532958984375e+01
2.126833280000000000e+08,3.581528091430664062e+01
2.143000000000000000e+08,3.613249969482421875e+01
