# f[Hz], a[dB]
3.000000000000000000e+07,3.553763580322265625e+01
3.161666600000000000e+07,3.513120269775390625e+01
3.323333400000000000e+07,3.561215972900390625e+01
3.485000000000000000e+07,3.527885818481445312e+01
3.646666800000000000e+07,3.548471069335937500e+01
3.808333200000000000e+07,3.517427062988281250e+01
3.970000000000000000e+07,3.496743774414062500e+01
4.131666800000000000e+07,3.495945739746093750e+01
4.293333200000000000e+07,3.533953857421875000e+01
4.455000000000000000e+07,3.467228317260742188e+01
4.616666800000000000e+07,3.525943374633789062e+01
4.778333200000000000e+07,3.560207748413085938e+01
4.940000000000000000e+07,3.466176986694335938e+01
5.101666800000000000e+07,3.509730911254882812e+01
5.263333200000000000e+07,3.558549118041992188e+01
5.425000000000000000e+07,3.595288085937500000e+01
5.586666800000000000e+07,3.541312026977539062e+01
5.748333200000000000e+07,3.573658752441406250e+01
5.910000000000000000e+07,3.541407012939453125e+01
6.071666800000000000e+07,3.483052062988281250e+01
6.233333200000000000e+07,3.562770080566406250e+01
6.395000000000000000e+07,3.551147460937500000e+01
6.556666800000000000e+07,3.516769790649414062e+01
6.718333600000000000e+07,3.552988433837890625e+01
6.880000000000000000e+07,3.566759872436523438e+01
7.041666400000000000e+07,3.584288787841796875e+01
7.203333600000000000e+07,3.555557632446289062e+01
7.365000000000000000e+07,3.632413482666015625e+01
7.526666400000000000e+07,3.580851364135742188e+01
7.688333600000000000e+07,3.548598861694335938e+01
7.850000000000000000e+07,3.577729797363281250e+01
8.011666400000000000e+07,3.549493026733398438e+01
8.173333600000000000e+07,3.583958053588867188e+01
8.335000000000000000e+07,3.596530151367187500e+01
8.496666400000000000e+07,3.649684143066406250e+01
8.658333600000000000e+07,3.600944519042968750e+01
8.820000000000000000e+07,3.677985382080078125e+01
8.981666400000000000e+07,3.553465270996093750e+01
9.143333600000000000e+07,3.620147705078125000e+01
9.305000000000000000e+07,3.695174789428710938e+01
9.466666400000000000e+07,3.652476501464843750e+01
9.628333600000000000e+07,3.574882507324218750e+01
9.790000000000000000e+07,3.587030792236328125e+01
9.951666400000000000e+07,3.593355941772460938e+01
1.011333360000000000e+08,3.573708724975585938e+01
1.027500000000000000e+08,3.583188629150390625e+01
1.043666640000000000e+08,3.594784927368164062e+01
1.059833360000000000e+08,3.591598892211914062e+01
1.076000000000000000e+08,3.582040405273437500e+01
1.092166640000000000e+08,3.608831024169921875e+01
1.108333360000000000e+08,3.678274917602539062e+01
1.124500000000000000e+08,3.663362503051757812e+01
1.140666640000000000e+08,3.617438507080078125e+01
1.156833360000000000e+08,3.593648529052734375e+01
1.173000000000000000e+08,3.584006118774414062e+01
1.189166640000000000e+08,3.608329772949218750e+01
1.205333360000000000e+08,3.563217544555664062e+01
1.221500000000000000e+08,3.624873352050781250e+01
1.237666640000000000e+08,3.580876541137695312e+01
1.253833360000000000e+08,3.619188690185546875e+01
1.270000000000000000e+08,3.568356323242187500e+01
1.286166640000000000e+08,3.651382446289062500e+01
1.302333360000000000e+08,3.644179916381835938e+01
1.318500000000000000e+08,3.604495239257812500e+01
1.334666640000000000e+08,3.515856933593750000e+01
1.350833280000000000e+08,3.627379608154296875e+01
1.367000000000000000e+08,3.666885757446289062e+01
1.383166720000000000e+08,3.610971069335937500e+01
1.399333280000000000e+08,3.629104995727539062e+01
1.415500000000000000e+08,3.618281173706054688e+01
1.431666720000000000e+08,3.624853515625000000e+01
1.447833280000000000e+08,3.646465301513671875e+01
1.464000000000000000e+08,3.700748825073242188e+01
1.480166720000000000e+08,4.058111572265625000e+01
1.496333280000000000e+08,3.664568328857421875e+01
1.512500000000000000e+08,3.629642868041992188e+01
1.528666720000000000e+08,3.685810852050781250e+01
1.544833280000000000e+08,3.664876556396484375e+01
1.561000000000000000e+08,3.643821334838867188e+01
1.577166720000000000e+08,3.668509674072265625e+01
1.593333280000000000e+08,3.632094573974609375e+01
1.609500000000000000e+08,3.663645935058593750e+01
1.625666720000000000e+08,3.640301132202148438e+01
1.641833280000000000e+08,3.702564239501953125e+01
1.658000000000000000e+08,3.611198043823242188e+01
1.674166720000000000e+08,3.670129013061523438e+01
1.690333280000000000e+08,3.662600708007812500e+01
1.706500000000000000e+08,3.685854339599609375e+01
1.722666720000000000e+08,3.638029479980468750e+01
1.738833280000000000e+08,3.608425903320312500e+01
1.755000000000000000e+08,3.668252563476562500e+01
1.771166720000000000e+08,3.663641738891601562e+01
1.787333280000000000e+08,3.685027313232421875e+01
1.803500000000000000e+08,3.638531112670898438e+01
1.819666720000000000e+08,3.694123840332031250e+01
1.835833280000000000e+08,3.630688858032226562e+01
1.852000000000000000e+08,3.652695465087890625e+01
1.868166720000000000e+08,3.608740997314453125e+01
1.884333280000000000e+08,3.665489196777343750e+01
1.900500000000000000e+08,3.625904083251953125e+01
1.916666720000000000e+08,3.675602722167968750e+01
1.932833280000000000e+08,3.601299667358398438e+01
1.949000000000000000e+08,3.639697265625000000e+01
1.965166720000000000e+08,3.625061416625976562e+01
1.981333280000000000e+08,3.644011306762695312e+01
1.997500000000000000e+08,3.543604278564453125e+01
2.013666720000000000e+08,3.623425292968750000e+01
2.029833280000000000e+08,3.662964248657226562e+01
2.046000000000000000e+08,3.635714721679687500e+01
2.062166720000000000e+08,3.715840530395507812e+01
2.078333280000000000e+08,3.646547698974609375e+01
2.094500000000000000e+08,3.620026779174804688e+01
2.110666720000000000e+08,3.612680816650390625e+01
2.126833280000000000e+08,3.632046890258789062e+01
2.143000000000000000e+08,3.596344375610351562e+01
2.159166720000000000e+08,3.604935836791992188e+01
2.175333280000000000e+08,3.626799774169921875e+01
2.191500000000000000e+08,3.642671966552734375e+01
2.207666720000000000e+08,3.680932998657226562e+01
2.223833280000000000e+08,4.035532379150390625e+01
2.240000000000000000e+08,3.598104476928710938e+01
2.256166720000000000e+08,3.634619903564453125e+01
2.272333280000000000e+08,3.660209274291992188e+01
2.288500000000000000e+08,3.592538452148437500e+01
2.304666720000000000e+08,3.633800125122070312e+01
2.320833280000000000e+08,3.589411544799804688e+01
2.337000000000000000e+08,3.600731277465820312e+01
2.353166720000000000e+08,3.620203781127929688e+01
2.369333280000000000e+08,3.569036102294921875e+01
2.385500000000000000e+08,3.605967712402343750e+01
2.401666720000000000e+08,3.558149337768554688e+01
2.417833280000000000e+08,3.604601287841796875e+01
2.434000000000000000e+08,3.591925811767578125e+01
2.450166720000000000e+08,3.603934097290039062e+01
2.466333280000000000e+08,3.548642349243164062e+01
2.482500000000000000e+08,3.617625045776367188e+01
2.498666720000000000e+08,3.619045257568359375e+01
2.514833280000000000e+08,3.696802902221679688e+01
2.531000000000000000e+08,3.613554000854492188e+01
2.547166720000000000e+08,3.613589477539062500e+01
2.563333280000000000e+08,3.634434890747070312e+01
2.579500000000000000e+08,3.597882843017578125e+01
2.595666720000000000e+08,3.540111923217773438e+01
2.611833280000000000e+08,3.616329574584960938e+01
2.628000000000000000e+08,3.570373916625976562e+01
2.644166720000000000e+08,3.592328262329101562e+01
2.660333280000000000e+08,3.649760055541992188e+01
2.676500000000000000e+08,3.673590469360351562e+01
2.692666560000000000e+08,3.611940765380859375e+01
2.708833280000000000e+08,3.600232696533203125e+01
2.725000000000000000e+08,3.606116485595703125e+01
2.741166720000000000e+08,3.551834487915039062e+01
2.757333440000000000e+08,3.608235931396484375e+01
2.773500160000000000e+08,3.548668289184570312e+01
2.789666560000000000e+08,3.546029281616210938e+01
2.805833280000000000e+08,3.622994995117187500e+01
2.822000000000000000e+08,3.569205474853515625e+01
2.838166720000000000e+08,3.641361618041992188e+01
2.854333440000000000e+08,3.555834197998046875e+01
2.870499840000000000e+08,3.618363952636718750e+01
2.886666560000000000e+08,3.552630233764648438e+01
2.902833280000000000e+08,3.718172836303710938e+01
2.919000000000000000e+08,3.658401107788085938e+01
2.935166720000000000e+08,3.637776565551757812e+01
2.951333440000000000e+08,3.737010574340820312e+01
2.967500160000000000e+08,3.967991256713867188e+01
2.983666560000000000e+08,3.593610382080078125e+01
2.999833280000000000e+08,3.602036666870117188e+01
3.016000000000000000e+08,3.633740234375000000e+01
3.032166720000000000e+08,3.621382904052734375e+01
3.048333440000000000e+08,3.522328567504882812e+01
3.064499840000000000e+08,3.643527221679687500e+01
3.080666560000000000e+08,3.673989486694335938e+01
3.096833280000000000e+08,3.570426177978515625e+01
3.113000000000000000e+08,3.591429138183593750e+01
3.129166720000000000e+08,3.639681625366210938e+01
3.145333440000000000e+08,3.666766738891601562e+01
3.161500160000000000e+08,3.641035079956054688e+01
3.177666560000000000e+08,3.595579528808593750e+01
3.193833280000000000e+08,3.676395797729492188e+01
3.210000000000000000e+08,3.592237854003906250e+01
3.226166720000000000e+08,3.577253723144531250e+01
3.242333440000000000e+08,3.650275039672851562e+01
3.258499840000000000e+08,3.670013046264648438e+01
3.274666560000000000e+08,3.615219116210937500e+01
3.290833280000000000e+08,3.722972106933593750e+01
3.307000000000000000e+08,3.587133789062500000e+01
3.323166720000000000e+08,3.661981582641601562e+01
3.339333440000000000e+08,3.676352691650390625e+01
3.355500160000000000e+08,3.661559677124023438e+01
3.371666560000000000e+08,3.643454360961914062e+01
3.387833280000000000e+08,3.594466018676757812e+01
3.404000000000000000e+08,3.690683746337890625e+01
3.420166720000000000e+08,3.662901306152343750e+01
3.436333440000000000e+08,3.667346572875976562e+01
3.452499840000000000e+08,3.613050842285156250e+01
3.468666560000000000e+08,3.654097747802734375e+01
