# f[Hz], a[dB]
3.000000000000000000e+07,3.605709457397460938e+01
3.161666600000000000e+07,3.577409362792968750e+01
3.323333400000000000e+07,3.574222946166992188e+01
3.485000000000000000e+07,3.563277435302734375e+01
3.646666800000000000e+07,3.517467117309570312e+01
3.808333200000000000e+07,3.528471374511718750e+01
3.970000000000000000e+07,3.521886825561523438e+01
4.131666800000000000e+07,3.614078903198242188e+01
4.293333200000000000e+07,3.515385055541992188e+01
4.455000000000000000e+07,3.501278305053710938e+01
4.616666800000000000e+07,3.577127075195312500e+01
4.778333200000000000e+07,3.591813659667968750e+01
4.940000000000000000e+07,3.605334472656250000e+01
5.101666800000000000e+07,3.555029296875000000e+01
5.263333200000000000e+07,3.622156143188476562e+01
5.425000000000000000e+07,3.614302825927734375e+01
5.586666800000000000e+07,3.566900253295898438e+01
5.748333200000000000e+07,3.518319320678710938e+01
5.910000000000000000e+07,3.551580047607421875e+01
6.071666800000000000e+07,3.532649993896484375e+01
6.233333200000000000e+07,3.564425659179687500e+01
6.395000000000000000e+07,3.673374557495117188e+01
6.556666800000000000e+07,3.570476150512695312e+01
6.718333600000000000e+07,3.633105468750000000e+01
6.880000000000000000e+07,3.608497238159179688e+01
7.041666400000000000e+07,3.511944198608398438e+01
7.203333600000000000e+07,3.572945785522460938e+01
7.365000000000000000e+07,3.582901382446289062e+01
7.526666400000000000e+07,3.557331085205078125e+01
7.688333600000000000e+07,3.600509643554687500e+01
7.850000000000000000e+07,3.556442260742187500e+01
8.011666400000000000e+07,3.517805862426757812e+01
8.173333600000000000e+07,3.595584487915039062e+01
8.335000000000000000e+07,3.598619842529296875e+01
8.496666400000000000e+07,3.567460250854492188e+01
8.658333600000000000e+07,3.568160629272460938e+01
8.820000000000000000e+07,3.537309265136718750e+01
8.981666400000000000e+07,3.604610061645507812e+01
9.143333600000000000e+07,3.547646331787109375e+01
9.305000000000000000e+07,3.616392135620117188e+01
9.466666400000000000e+07,3.632981491088867188e+01
9.628333600000000000e+07,3.556973266601562500e+01
9.790000000000000000e+07,3.590262603759765625e+01
9.951666400000000000e+07,3.598338317871093750e+01
