# f[Hz], a[dB]
3.000000000000000000e+07,3.492338180541992188e+01
3.161666600000000000e+07,3.627504348754882812e+01
3.323333400000000000e+07,3.564575576782226562e+01
3.485000000000000000e+07,3.484186935424804688e+01
3.646666800000000000e+07,3.464619445800781250e+01
3.808333200000000000e+07,3.556264877319335938e+01
3.970000000000000000e+07,3.521200942993164062e+01
4.131666800000000000e+07,3.534839248657226562e+01
4.293333200000000000e+07,3.536790847778320312e+01
4.455000000000000000e+07,3.552130889892578125e+01
4.616666800000000000e+07,3.569081497192382812e+01
4.778333200000000000e+07,3.531602478027343750e+01
4.940000000000000000e+07,3.528287506103515625e+01
5.101666800000000000e+07,3.594550323486328125e+01
5.263333200000000000e+07,3.573046875000000000e+01
5.425000000000000000e+07,3.565585708618164062e+01
5.586666800000000000e+07,3.644968032836914062e+01
5.748333200000000000e+07,3.554003906250000000e+01
5.910000000000000000e+07,3.581927871704101562e+01
6.071666800000000000e+07,3.635799407958984375e+01
6.233333200000000000e+07,3.621127319335937500e+01
6.395000000000000000e+07,3.568413543701171875e+01
6.556666800000000000e+07,3.552858734130859375e+01
6.718333600000000000e+07,3.581299209594726562e+01
6.880000000000000000e+07,3.568157958984375000e+01
7.041666400000000000e+07,3.545991134643554688e+01
7.203333600000000000e+07,3.545375061035156250e+01
7.365000000000000000e+07,3.561490249633789062e+01
7.526666400000000000e+07,3.531872558593750000e+01
7.688333600000000000e+07,3.570424652099609375e+01
7.850000000000000000e+07,3.595860671997070312e+01
8.011666400000000000e+07,3.646437835693359375e+01
8.173333600000000000e+07,3.613253402709960938e+01
8.335000000000000000e+07,3.625191879272460938e+01
8.496666400000000000e+07,3.655890274047851562e+01
8.658333600000000000e+07,3.576644134521484375e+01
8.820000000000000000e+07,3.576066589355468750e+01
8.981666400000000000e+07,3.659175872802734375e+01
9.143333600000000000e+07,3.611593627929687500e+01
9.305000000000000000e+07,3.582720184326171875e+01
9.466666400000000000e+07,3.624679946899414062e+01
9.628333600000000000e+07,3.630378723144531250e+01
9.790000000000000000e+07,3.554662322998046875e+01
9.951666400000000000e+07,3.649820709228515625e+01
1.011333360000000000e+08,3.614006805419921875e+01
1.027500000000000000e+08,3.569689559936523438e+01
1.043666640000000000e+08,3.569896697998046875e+01
1.059833360000000000e+08,3.618408203125000000e+01
1.076000000000000000e+08,3.572680664062500000e+01
1.092166640000000000e+08,3.662518692016601562e+01
1.108333360000000000e+08,3.586128616333007812e+01
1.124500000000000000e+08,3.595450973510742188e+01
1.140666640000000000e+08,3.648007583618164062e+01
1.156833360000000000e+08,3.632310104370117188e+01
1.173000000000000000e+08,3.632150268554687500e+01
1.189166640000000000e+08,3.595451736450195312e+01
1.205333360000000000e+08,3.633028793334960938e+01
1.221500000000000000e+08,3.634035873413085938e+01
1.237666640000000000e+08,3.636573028564453125e+01
1.253833360000000000e+08,3.642149353027343750e+01
1.270000000000000000e+08,3.609120941162109375e+01
1.286166640000000000e+08,3.615472030639648438e+01
1.302333360000000000e+08,3.640431976318359375e+01
1.318500000000000000e+08,3.643658065795898438e+01
1.334666640000000000e+08,3.633136367797851562e+01
1.350833280000000000e+08,3.619602203369140625e+01
1.367000000000000000e+08,3.619428253173828125e+01
1.383166720000000000e+08,3.611001968383789062e+01
1.399333280000000000e+08,3.648309326171875000e+01
1.415500000000000000e+08,3.679882431030273438e+01
1.431666720000000000e+08,3.625365447998046875e+01
1.447833280000000000e+08,3.605802154541015625e+01
1.464000000000000000e+08,3.662032699584960938e+01
1.480166720000000000e+08,3.617403030395507812e+01
1.496333280000000000e+08,3.660100555419921875e+01
1.512500000000000000e+08,3.652838897705078125e+01
1.528666720000000000e+08,3.618483352661132812e+01
1.544833280000000000e+08,3.603476715087890625e+01
1.561000000000000000e+08,3.618045425415039062e+01
1.577166720000000000e+08,3.602542877197265625e+01
1.593333280000000000e+08,3.677019882202148438e+01
1.609500000000000000e+08,3.672589874267578125e+01
1.625666720000000000e+08,3.642144775390625000e+01
1.641833280000000000e+08,3.623706054687500000e+01
1.658000000000000000e+08,3.652669525146484375e+01
1.674166720000000000e+08,3.576645278930664062e+01
1.690333280000000000e+08,3.590039825439453125e+01
1.706500000000000000e+08,3.611886596679687500e+01
1.722666720000000000e+08,3.593681716918945312e+01
1.738833280000000000e+08,3.598765182495117188e+01
1.755000000000000000e+08,3.648311996459960938e+01
1.771166720000000000e+08,3.655100631713867188e+01
1.787333280000000000e+08,3.655739593505859375e+01
1.803500000000000000e+08,3.660661697387695312e+01
1.819666720000000000e+08,3.587643051147460938e+01
1.835833280000000000e+08,3.618817138671875000e+01
1.852000000000000000e+08,3.631121444702148438e+01
1.868166720000000000e+08,3.646365356445312500e+01
1.884333280000000000e+08,3.591584777832031250e+01
1.900500000000000000e+08,3.624573898315429688e+01
1.916666720000000000e+08,3.634123992919921875e+01
1.932833280000000000e+08,3.630737686157226562e+01
1.949000000000000000e+08,3.657904052734375000e+01
1.965166720000000000e+08,3.588128280639648438e+01
1.981333280000000000e+08,3.616800308227539062e+01
1.997500000000000000e+08,3.594762039184570312e+01
2.013666720000000000e+08,3.659472656250000000e+01
2.029833280000000000e+08,3.580706787109375000e+01
2.046000000000000000e+08,3.595280075073242188e+01
2.062166720000000000e+08,3.561797332763671875e+01
2.078333280000000000e+08,3.611708068847656250e+01
2.094500000000000000e+08,3.607920837402343750e+01
2.110666720000000000e+08,3.575634384155273438e+01
2.126833280000000000e+08,3.646620941162109375e+01
2.143000000000000000e+08,3.566155624389648438e+01
2.159166720000000000e+08,3.631982421875000000e+01
2.175333280000000000e+08,3.545444869995117188e+01
2.191500000000000000e+08,3.635071182250976562e+01
2.207666720000000000e+08,3.596702194213867188e+01
2.223833280000000000e+08,3.687272262573242188e+01
2.240000000000000000e+08,3.554116439819335938e+01
2.256166720000000000e+08,3.627120590209960938e+01
2.272333280000000000e+08,3.565485382080078125e+01
2.288500000000000000e+08,3.557379531860351562e+01
2.304666720000000000e+08,3.677358627319335938e+01
2.320833280000000000e+08,3.630669784545898438e+01
2.337000000000000000e+08,3.671453475952148438e+01
2.353166720000000000e+08,3.616959762573242188e+01
2.369333280000000000e+08,3.589049911499023438e+01
2.385500000000000000e+08,3.590541458129882812e+01
2.401666720000000000e+08,3.589403915405273438e+01
2.417833280000000000e+08,3.614730453491210938e+01
2.434000000000000000e+08,3.588504409790039062e+01
2.450166720000000000e+08,3.548259735107421875e+01
2.466333280000000000e+08,3.596953201293945312e+01
2.482500000000000000e+08,3.613843536376953125e+01
2.498666720000000000e+08,3.598907852172851562e+01
2.514833280000000000e+08,3.641020584106445312e+01
2.531000000000000000e+08,3.581429672241210938e+01
2.547166720000000000e+08,3.644403457641601562e+01
2.563333280000000000e+08,3.549645233154296875e+01
2.579500000000000000e+08,3.612034606933593750e+01
2.595666720000000000e+08,3.612187957763671875e+01
2.611833280000000000e+08,3.657986831665039062e+01
2.628000000000000000e+08,3.596492385864257812e+01
2.644166720000000000e+08,3.645070266723632812e+01
2.660333280000000000e+08,3.523899459838867188e+01
2.676500000000000000e+08,3.605200576782226562e+01
2.692666560000000000e+08,3.632724380493164062e+01
2.708833280000000000e+08,3.630599975585937500e+01
2.725000000000000000e+08,3.669510269165039062e+01
2.741166720000000000e+08,3.644417190551757812e+01
2.757333440000000000e+08,3.643733596801757812e+01
2.773500160000000000e+08,3.599003982543945312e+01
2.789666560000000000e+08,3.597876739501953125e+01
2.805833280000000000e+08,3.655706787109375000e+01
2.822000000000000000e+08,3.565779113769531250e+01
2.838166720000000000e+08,3.508225631713867188e+01
2.854333440000000000e+08,3.605084609985351562e+01
2.870499840000000000e+08,3.621444320678710938e+01
2.886666560000000000e+08,3.572165298461914062e+01
2.902833280000000000e+08,3.624243545532226562e+01
2.919000000000000000e+08,3.653007888793945312e+01
2.935166720000000000e+08,3.611118698120117188e+01
2.951333440000000000e+08,3.639271545410156250e+01
2.967500160000000000e+08,3.564548110961914062e+01
2.983666560000000000e+08,3.554976654052734375e+01
2.999833280000000000e+08,3.581865692138671875e+01
3.016000000000000000e+08,3.548605728149414062e+01
3.032166720000000000e+08,3.542401504516601562e+01
3.048333440000000000e+08,3.599355316162109375e+01
3.064499840000000000e+08,3.619722366333007812e+01
3.080666560000000000e+08,3.579495239257812500e+01
3.096833280000000000e+08,3.627007675170898438e+01
3.113000000000000000e+08,3.623716735839843750e+01
3.129166720000000000e+08,3.602511596679687500e+01
3.145333440000000000e+08,3.645574188232421875e+01
3.161500160000000000e+08,3.642493438720703125e+01
3.177666560000000000e+08,3.616386032104492188e+01
3.193833280000000000e+08,3.675096130371093750e+01
3.210000000000000000e+08,3.576910781860351562e+01
3.226166720000000000e+08,3.593911361694335938e+01
3.242333440000000000e+08,3.642074203491210938e+01
3.258499840000000000e+08,3.688628387451171875e+01
3.274666560000000000e+08,3.634235763549804688e+01
3.290833280000000000e+08,3.588731002807617188e+01
3.307000000000000000e+08,3.591690444946289062e+01
3.323166720000000000e+08,3.630530929565429688e+01
3.339333440000000000e+08,3.687615585327148438e+01
3.355500160000000000e+08,3.681884002685546875e+01
3.371666560000000000e+08,3.595639038085937500e+01
3.387833280000000000e+08,3.654957199096679688e+01
3.404000000000000000e+08,3.661959075927734375e+01
3.420166720000000000e+08,3.667908477783203125e+01
3.436333440000000000e+08,3.690496063232421875e+01
3.452499840000000000e+08,3.644291305541992188e+01
3.468666560000000000e+08,3.603896331787109375e+01
