# f[Hz], a[dB]
3.000000000000000000e+07,3.531971359252929688e+01
3.161666600000000000e+07,3.567748641967773438e+01
3.323333400000000000e+07,3.579257965087890625e+01
3.485000000000000000e+07,3.569425201416015625e+01
3.646666800000000000e+07,3.524457550048828125e+01
3.808333200000000000e+07,3.550628280639648438e+01
3.970000000000000000e+07,3.546130752563476562e+01
4.131666800000000000e+07,3.614258193969726562e+01
4.293333200000000000e+07,3.537345123291015625e+01
4.455000000000000000e+07,3.582565689086914062e+01
4.616666800000000000e+07,3.608890914916992188e+01
4.778333200000000000e+07,3.622951889038085938e+01
4.940000000000000000e+07,3.582808685302734375e+01
5.101666800000000000e+07,3.550020980834960938e+01
5.263333200000000000e+07,3.488930892944335938e+01
5.425000000000000000e+07,3.562994384765625000e+01
5.586666800000000000e+07,3.571866989135742188e+01
5.748333200000000000e+07,3.561116409301757812e+01
5.910000000000000000e+07,3.570651245117187500e+01
6.071666800000000000e+07,3.586822128295898438e+01
6.233333200000000000e+07,3.691810607910156250e+01
6.395000000000000000e+07,3.513433456420898438e+01
6.556666800000000000e+07,3.539779281616210938e+01
6.718333600000000000e+07,3.648003005981445312e+01
6.880000000000000000e+07,3.637491607666015625e+01
7.041666400000000000e+07,3.599016571044921875e+01
7.203333600000000000e+07,3.549383926391601562e+01
7.365000000000000000e+07,3.595741653442382812e+01
7.526666400000000000e+07,3.580855941772460938e+01
7.688333600000000000e+07,3.593746185302734375e+01
7.850000000000000000e+07,3.612371063232421875e+01
8.011666400000000000e+07,3.580519866943359375e+01
8.173333600000000000e+07,3.529229354858398438e+01
8.335000000000000000e+07,3.587702941894531250e+01
8.496666400000000000e+07,3.608967208862304688e+01
8.658333600000000000e+07,3.687057876586914062e+01
8.820000000000000000e+07,3.563996887207031250e+01
8.981666400000000000e+07,3.636371231079101562e+01
9.143333600000000000e+07,3.647344207763671875e+01
9.305000000000000000e+07,3.671954345703125000e+01
9.466666400000000000e+07,3.637063598632812500e+01
9.628333600000000000e+07,3.586837005615234375e+01
9.790000000000000000e+07,3.602525329589843750e+01
9.951666400000000000e+07,3.581215667724609375e+01
1.011333360000000000e+08,3.659103012084960938e+01
1.027500000000000000e+08,3.645112609863281250e+01
1.043666640000000000e+08,3.696582412719726562e+01
1.059833360000000000e+08,3.638377761840820312e+01
1.076000000000000000e+08,3.579243087768554688e+01
1.092166640000000000e+08,3.572494506835937500e+01
1.108333360000000000e+08,3.631488800048828125e+01
1.124500000000000000e+08,3.657803344726562500e+01
1.140666640000000000e+08,3.617723846435546875e+01
1.156833360000000000e+08,3.619140243530273438e+01
1.173000000000000000e+08,3.656018447875976562e+01
1.189166640000000000e+08,3.605936431884765625e+01
1.205333360000000000e+08,3.615029144287109375e+01
1.221500000000000000e+08,3.667362213134765625e+01
1.237666640000000000e+08,3.566648864746093750e+01
1.253833360000000000e+08,3.672689056396484375e+01
1.270000000000000000e+08,3.594247436523437500e+01
1.286166640000000000e+08,3.625471115112304688e+01
1.302333360000000000e+08,3.624428939819335938e+01
1.318500000000000000e+08,3.619464492797851562e+01
1.334666640000000000e+08,3.641802215576171875e+01
1.350833280000000000e+08,3.639193344116210938e+01
1.367000000000000000e+08,3.607178878784179688e+01
1.383166720000000000e+08,3.635932922363281250e+01
1.399333280000000000e+08,3.654389953613281250e+01
1.415500000000000000e+08,3.616131210327148438e+01
1.431666720000000000e+08,3.611007690429687500e+01
1.447833280000000000e+08,3.613552474975585938e+01
1.464000000000000000e+08,3.596753692626953125e+01
1.480166720000000000e+08,3.643050003051757812e+01
1.496333280000000000e+08,3.630059814453125000e+01
1.512500000000000000e+08,3.661610794067382812e+01
1.528666720000000000e+08,3.563768768310546875e+01
1.544833280000000000e+08,3.634107589721679688e+01
1.561000000000000000e+08,3.658702850341796875e+01
1.577166720000000000e+08,3.693077087402343750e+01
1.593333280000000000e+08,3.539096069335937500e+01
1.609500000000000000e+08,3.610799789428710938e+01
1.625666720000000000e+08,3.676613235473632812e+01
1.641833280000000000e+08,3.671319198608398438e+01
1.658000000000000000e+08,3.674938583374023438e+01
1.674166720000000000e+08,3.596181869506835938e+01
1.690333280000000000e+08,3.707957458496093750e+01
1.706500000000000000e+08,3.612619781494140625e+01
1.722666720000000000e+08,3.729859161376953125e+01
1.738833280000000000e+08,3.649735260009765625e+01
1.755000000000000000e+08,3.663675689697265625e+01
1.771166720000000000e+08,3.641170883178710938e+01
1.787333280000000000e+08,3.616704177856445312e+01
1.803500000000000000e+08,3.656019210815429688e+01
1.819666720000000000e+08,3.589987182617187500e+01
1.835833280000000000e+08,3.585570907592773438e+01
1.852000000000000000e+08,3.642792892456054688e+01
1.868166720000000000e+08,3.625320816040039062e+01
1.884333280000000000e+08,3.612781906127929688e+01
1.900500000000000000e+08,3.605207824707031250e+01
1.916666720000000000e+08,3.636146163940429688e+01
1.932833280000000000e+08,3.674609756469726562e+01
1.949000000000000000e+08,3.599755477905273438e+01
1.965166720000000000e+08,3.620513153076171875e+01
1.981333280000000000e+08,3.629645538330078125e+01
1.997500000000000000e+08,3.623987960815429688e+01
2.013666720000000000e+08,3.596358489990234375e+01
2.029833280000000000e+08,3.629180145263671875e+01
2.046000000000000000e+08,3.631227874755859375e+01
2.062166720000000000e+08,3.660605621337890625e+01
2.078333280000000000e+08,3.619213485717773438e+01
2.094500000000000000e+08,3.616521453857421875e+01
2.110666720000000000e+08,3.560710144042968750e+01
2.126833280000000000e+08,3.645604324340820312e+01
2.143000000000000000e+08,3.596778488159179688e+01
2.159166720000000000e+08,3.606530380249023438e+01
2.175333280000000000e+08,3.653253555297851562e+01
2.191500000000000000e+08,3.550852584838867188e+01
2.207666720000000000e+08,3.576547241210937500e+01
2.223833280000000000e+08,3.612827301025390625e+01
2.240000000000000000e+08,3.613428115844726562e+01
2.256166720000000000e+08,3.645295715332031250e+01
2.272333280000000000e+08,3.630953598022460938e+01
2.288500000000000000e+08,3.639321517944335938e+01
2.304666720000000000e+08,3.635759735107421875e+01
2.320833280000000000e+08,3.586907958984375000e+01
2.337000000000000000e+08,3.614653015136718750e+01
2.353166720000000000e+08,3.612671279907226562e+01
2.369333280000000000e+08,3.594419860839843750e+01
2.385500000000000000e+08,3.594973754882812500e+01
2.401666720000000000e+08,3.630307388305664062e+01
2.417833280000000000e+08,3.585609054565429688e+01
2.434000000000000000e+08,3.658890533447265625e+01
2.450166720000000000e+08,3.574462890625000000e+01
2.466333280000000000e+08,3.583116912841796875e+01
2.482500000000000000e+08,3.623576736450195312e+01
2.498666720000000000e+08,3.650707626342773438e+01
2.514833280000000000e+08,3.618634796142578125e+01
2.531000000000000000e+08,3.622551345825195312e+01
2.547166720000000000e+08,3.606484222412109375e+01
2.563333280000000000e+08,3.609940719604492188e+01
2.579500000000000000e+08,3.559079360961914062e+01
2.595666720000000000e+08,3.656832122802734375e+01
2.611833280000000000e+08,3.548257446289062500e+01
2.628000000000000000e+08,3.586711120605468750e+01
2.644166720000000000e+08,3.606434249877929688e+01
2.660333280000000000e+08,3.664554214477539062e+01
2.676500000000000000e+08,3.632729721069335938e+01
2.692666560000000000e+08,3.706235885620117188e+01
2.708833280000000000e+08,3.625710296630859375e+01
2.725000000000000000e+08,3.641585159301757812e+01
2.741166720000000000e+08,3.635197067260742188e+01
2.757333440000000000e+08,3.653506851196289062e+01
2.773500160000000000e+08,3.566773986816406250e+01
2.789666560000000000e+08,3.618237686157226562e+01
2.805833280000000000e+08,3.556138992309570312e+01
2.822000000000000000e+08,3.591121292114257812e+01
2.838166720000000000e+08,3.618120956420898438e+01
2.854333440000000000e+08,3.623979187011718750e+01
2.870499840000000000e+08,3.579234313964843750e+01
2.886666560000000000e+08,3.594922637939453125e+01
2.902833280000000000e+08,3.659906768798828125e+01
2.919000000000000000e+08,3.591714477539062500e+01
2.935166720000000000e+08,3.527149200439453125e+01
2.951333440000000000e+08,3.604197692871093750e+01
2.967500160000000000e+08,3.590562438964843750e+01
2.983666560000000000e+08,3.596605300903320312e+01
2.999833280000000000e+08,3.592386627197265625e+01
3.016000000000000000e+08,3.577756881713867188e+01
3.032166720000000000e+08,3.611163330078125000e+01
3.048333440000000000e+08,3.564277267456054688e+01
3.064499840000000000e+08,3.674273681640625000e+01
3.080666560000000000e+08,3.599518966674804688e+01
3.096833280000000000e+08,3.574095916748046875e+01
3.113000000000000000e+08,3.623406982421875000e+01
3.129166720000000000e+08,3.577364730834960938e+01
3.145333440000000000e+08,3.569615936279296875e+01
3.161500160000000000e+08,3.604740524291992188e+01
3.177666560000000000e+08,3.614522171020507812e+01
3.193833280000000000e+08,3.579270935058593750e+01
3.210000000000000000e+08,3.623495483398437500e+01
3.226166720000000000e+08,3.665864562988281250e+01
3.242333440000000000e+08,3.607535552978515625e+01
3.258499840000000000e+08,3.582747268676757812e+01
3.274666560000000000e+08,3.623959732055664062e+01
3.290833280000000000e+08,3.640650939941406250e+01
3.307000000000000000e+08,3.625667572021484375e+01
3.323166720000000000e+08,3.701462554931640625e+01
3.339333440000000000e+08,3.639584350585937500e+01
3.355500160000000000e+08,3.626598739624023438e+01
3.371666560000000000e+08,3.604682159423828125e+01
