# f[Hz], a[dB]
3.000000000000000000e+07,3.457624053955078125e+01
3.161666600000000000e+07,3.528999710083007812e+01
3.323333400000000000e+07,3.542285537719726562e+01
3.485000000000000000e+07,3.492667007446289062e+01
3.646666800000000000e+07,3.548259735107421875e+01
3.808333200000000000e+07,3.508403015136718750e+01
3.970000000000000000e+07,3.569196319580078125e+01
4.131666800000000000e+07,3.611184310913085938e+01
4.293333200000000000e+07,3.574475860595703125e+01
4.455000000000000000e+07,3.578816986083984375e+01
4.616666800000000000e+07,3.531802368164062500e+01
4.778333200000000000e+07,3.538547134399414062e+01
4.940000000000000000e+07,3.457255554199218750e+01
5.101666800000000000e+07,3.589400482177734375e+01
5.263333200000000000e+07,3.536345291137695312e+01
5.425000000000000000e+07,3.604676437377929688e+01
5.586666800000000000e+07,3.563838195800781250e+01
5.748333200000000000e+07,3.591278076171875000e+01
5.910000000000000000e+07,3.649643707275390625e+01
6.071666800000000000e+07,3.559254455566406250e+01
6.233333200000000000e+07,3.554841613769531250e+01
6.395000000000000000e+07,3.576859664916992188e+01
6.556666800000000000e+07,3.580677795410156250e+01
6.718333600000000000e+07,3.535448455810546875e+01
6.880000000000000000e+07,3.603738021850585938e+01
7.041666400000000000e+07,3.557101440429687500e+01
7.203333600000000000e+07,3.623870468139648438e+01
7.365000000000000000e+07,3.675048828125000000e+01
7.526666400000000000e+07,3.550127792358398438e+01
7.688333600000000000e+07,3.654519271850585938e+01
7.850000000000000000e+07,3.635492706298828125e+01
8.011666400000000000e+07,3.617097854614257812e+01
8.173333600000000000e+07,3.609934616088867188e+01
8.335000000000000000e+07,3.664150619506835938e+01
8.496666400000000000e+07,3.605537414550781250e+01
8.658333600000000000e+07,3.659954452514648438e+01
8.820000000000000000e+07,3.597514724731445312e+01
8.981666400000000000e+07,3.530590438842773438e+01
9.143333600000000000e+07,3.587318801879882812e+01
9.305000000000000000e+07,3.588578414916992188e+01
9.466666400000000000e+07,3.620074462890625000e+01
9.628333600000000000e+07,3.625561904907226562e+01
9.790000000000000000e+07,3.595818328857421875e+01
9.951666400000000000e+07,3.570117950439453125e+01
1.011333360000000000e+08,3.635924911499023438e+01
1.027500000000000000e+08,3.504471969604492188e+01
1.043666640000000000e+08,3.619861984252929688e+01
1.059833360000000000e+08,3.581493759155273438e+01
1.076000000000000000e+08,3.607199859619140625e+01
1.092166640000000000e+08,3.577504348754882812e+01
1.108333360000000000e+08,3.568625259399414062e+01
1.124500000000000000e+08,3.618898010253906250e+01
1.140666640000000000e+08,3.624440765380859375e+01
1.156833360000000000e+08,3.627873992919921875e+01
1.173000000000000000e+08,3.583833694458007812e+01
1.189166640000000000e+08,3.629193496704101562e+01
1.205333360000000000e+08,3.632145690917968750e+01
1.221500000000000000e+08,3.654101562500000000e+01
1.237666640000000000e+08,3.568983840942382812e+01
1.253833360000000000e+08,3.627916717529296875e+01
1.270000000000000000e+08,3.620904159545898438e+01
1.286166640000000000e+08,3.613461303710937500e+01
1.302333360000000000e+08,3.593014144897460938e+01
1.318500000000000000e+08,3.625986480712890625e+01
1.334666640000000000e+08,3.643130493164062500e+01
1.350833280000000000e+08,3.598004913330078125e+01
1.367000000000000000e+08,3.658688735961914062e+01
1.383166720000000000e+08,3.619843673706054688e+01
1.399333280000000000e+08,3.609098434448242188e+01
1.415500000000000000e+08,3.630627059936523438e+01
1.431666720000000000e+08,3.600192642211914062e+01
1.447833280000000000e+08,3.619533157348632812e+01
1.464000000000000000e+08,3.632614517211914062e+01
1.480166720000000000e+08,3.554745864868164062e+01
1.496333280000000000e+08,3.640584182739257812e+01
1.512500000000000000e+08,3.644478988647460938e+01
1.528666720000000000e+08,3.552050018310546875e+01
1.544833280000000000e+08,3.653258895874023438e+01
1.561000000000000000e+08,3.655784225463867188e+01
1.577166720000000000e+08,3.651667022705078125e+01
1.593333280000000000e+08,3.584959030151367188e+01
1.609500000000000000e+08,3.602601623535156250e+01
1.625666720000000000e+08,3.611668395996093750e+01
1.641833280000000000e+08,3.649968338012695312e+01
1.658000000000000000e+08,3.618143081665039062e+01
1.674166720000000000e+08,3.641609573364257812e+01
1.690333280000000000e+08,3.602762603759765625e+01
1.706500000000000000e+08,3.669318008422851562e+01
1.722666720000000000e+08,3.615952301025390625e+01
1.738833280000000000e+08,3.645087432861328125e+01
1.755000000000000000e+08,3.657104873657226562e+01
