# f[Hz], a[dB]
3.000000000000000000e+07,3.589427566528320312e+01
3.161666600000000000e+07,3.528742980957031250e+01
3.323333400000000000e+07,3.523363494873046875e+01
3.485000000000000000e+07,3.592856216430664062e+01
3.646666800000000000e+07,3.556880569458007812e+01
3.808333200000000000e+07,3.522100067138671875e+01
3.970000000000000000e+07,3.519141769409179688e+01
4.131666800000000000e+07,3.529866790771484375e+01
4.293333200000000000e+07,3.527075576782226562e+01
4.455000000000000000e+07,3.485416793823242188e+01
4.616666800000000000e+07,3.571710968017578125e+01
4.778333200000000000e+07,3.516007614135742188e+01
4.940000000000000000e+07,3.584027862548828125e+01
5.101666800000000000e+07,3.510353469848632812e+01
5.263333200000000000e+07,3.589215469360351562e+01
5.425000000000000000e+07,3.570215606689453125e+01
5.586666800000000000e+07,3.474543762207031250e+01
5.748333200000000000e+07,3.571220779418945312e+01
5.910000000000000000e+07,3.596176147460937500e+01
6.071666800000000000e+07,3.545006942749023438e+01
6.233333200000000000e+07,3.519636535644531250e+01
6.395000000000000000e+07,3.512437057495117188e+01
6.556666800000000000e+07,3.588119888305664062e+01
6.718333600000000000e+07,3.507026290893554688e+01
6.880000000000000000e+07,3.555648422241210938e+01
7.041666400000000000e+07,3.581667327880859375e+01
7.203333600000000000e+07,3.591757202148437500e+01
7.365000000000000000e+07,3.604596328735351562e+01
7.526666400000000000e+07,3.560312271118164062e+01
7.688333600000000000e+07,3.519894790649414062e+01
7.850000000000000000e+07,3.632378768920898438e+01
8.011666400000000000e+07,3.571488952636718750e+01
8.173333600000000000e+07,3.650755310058593750e+01
8.335000000000000000e+07,3.546766662597656250e+01
8.496666400000000000e+07,3.608975982666015625e+01
8.658333600000000000e+07,3.573600769042968750e+01
8.820000000000000000e+07,3.658459472656250000e+01
8.981666400000000000e+07,3.620298767089843750e+01
9.143333600000000000e+07,3.625704193115234375e+01
9.305000000000000000e+07,3.596928787231445312e+01
9.466666400000000000e+07,3.619070434570312500e+01
9.628333600000000000e+07,3.581420516967773438e+01
9.790000000000000000e+07,3.609076690673828125e+01
9.951666400000000000e+07,3.668253326416015625e+01
1.011333360000000000e+08,3.595360946655273438e+01
1.027500000000000000e+08,3.682542037963867188e+01
1.043666640000000000e+08,3.653870010375976562e+01
1.059833360000000000e+08,3.606245040893554688e+01
1.076000000000000000e+08,3.619768905639648438e+01
1.092166640000000000e+08,3.612341308593750000e+01
1.108333360000000000e+08,3.619816589355468750e+01
1.124500000000000000e+08,3.611651992797851562e+01
1.140666640000000000e+08,3.627127456665039062e+01
1.156833360000000000e+08,3.646028137207031250e+01
1.173000000000000000e+08,3.584197235107421875e+01
1.189166640000000000e+08,3.589344787597656250e+01
1.205333360000000000e+08,3.629606628417968750e+01
1.221500000000000000e+08,3.638117980957031250e+01
1.237666640000000000e+08,3.594248580932617188e+01
1.253833360000000000e+08,3.571178817749023438e+01
1.270000000000000000e+08,3.558530426025390625e+01
1.286166640000000000e+08,3.603833770751953125e+01
1.302333360000000000e+08,3.572407531738281250e+01
1.318500000000000000e+08,3.628433609008789062e+01
1.334666640000000000e+08,3.650113296508789062e+01
1.350833280000000000e+08,3.727607727050781250e+01
1.367000000000000000e+08,3.559437561035156250e+01
1.383166720000000000e+08,3.582290267944335938e+01
1.399333280000000000e+08,3.680255889892578125e+01
1.415500000000000000e+08,3.652965164184570312e+01
1.431666720000000000e+08,3.628614044189453125e+01
1.447833280000000000e+08,3.561639785766601562e+01
1.464000000000000000e+08,3.672105789184570312e+01
1.480166720000000000e+08,3.585192108154296875e+01
1.496333280000000000e+08,3.606929016113281250e+01
1.512500000000000000e+08,3.600292205810546875e+01
1.528666720000000000e+08,3.641132354736328125e+01
1.544833280000000000e+08,3.607606506347656250e+01
1.561000000000000000e+08,3.627695465087890625e+01
1.577166720000000000e+08,3.643201065063476562e+01
1.593333280000000000e+08,3.675714874267578125e+01
1.609500000000000000e+08,3.579975128173828125e+01
1.625666720000000000e+08,3.651316070556640625e+01
1.641833280000000000e+08,3.562246704101562500e+01
1.658000000000000000e+08,3.658367156982421875e+01
1.674166720000000000e+08,3.662805938720703125e+01
1.690333280000000000e+08,3.624187850952148438e+01
1.706500000000000000e+08,3.616173171997070312e+01
1.722666720000000000e+08,3.635788345336914062e+01
1.738833280000000000e+08,3.658097457885742188e+01
