# f[Hz], a[dB]
3.000000000000000000e+07,3.553054428100585938e+01
3.161666600000000000e+07,3.550301361083984375e+01
3.323333400000000000e+07,3.598355865478515625e+01
3.485000000000000000e+07,3.485080337524414062e+01
3.646666800000000000e+07,3.592684936523437500e+01
3.808333200000000000e+07,3.540063476562500000e+01
3.970000000000000000e+07,3.562292480468750000e+01
4.131666800000000000e+07,3.556922531127929688e+01
4.293333200000000000e+07,3.599347686767578125e+01
4.455000000000000000e+07,3.560006713867187500e+01
4.616666800000000000e+07,3.546453857421875000e+01
4.778333200000000000e+07,3.509059524536132812e+01
4.940000000000000000e+07,3.507381057739257812e+01
5.101666800000000000e+07,3.596303176879882812e+01
5.263333200000000000e+07,3.569641113281250000e+01
5.425000000000000000e+07,3.549287033081054688e+01
5.586666800000000000e+07,3.512010955810546875e+01
5.748333200000000000e+07,3.581698608398437500e+01
5.910000000000000000e+07,3.625288391113281250e+01
6.071666800000000000e+07,3.578454208374023438e+01
6.233333200000000000e+07,3.566262435913085938e+01
6.395000000000000000e+07,3.561366271972656250e+01
6.556666800000000000e+07,3.573126602172851562e+01
6.718333600000000000e+07,3.597322082519531250e+01
6.880000000000000000e+07,3.557282257080078125e+01
7.041666400000000000e+07,3.565823745727539062e+01
7.203333600000000000e+07,3.588834381103515625e+01
7.365000000000000000e+07,3.570919799804687500e+01
7.526666400000000000e+07,3.557503128051757812e+01
7.688333600000000000e+07,3.589871978759765625e+01
7.850000000000000000e+07,3.639664840698242188e+01
8.011666400000000000e+07,3.626557540893554688e+01
8.173333600000000000e+07,3.608226013183593750e+01
8.335000000000000000e+07,3.551189804077148438e+01
8.496666400000000000e+07,3.620642089843750000e+01
8.658333600000000000e+07,3.614466476440429688e+01
8.820000000000000000e+07,3.574017715454101562e+01
8.981666400000000000e+07,3.644400405883789062e+01
9.143333600000000000e+07,3.636101913452148438e+01
9.305000000000000000e+07,3.620252609252929688e+01
9.466666400000000000e+07,3.627981567382812500e+01
9.628333600000000000e+07,3.594570922851562500e+01
9.790000000000000000e+07,3.622109985351562500e+01
9.951666400000000000e+07,3.554747772216796875e+01
1.011333360000000000e+08,3.654679870605468750e+01
1.027500000000000000e+08,3.641463470458984375e+01
1.043666640000000000e+08,3.652189636230468750e+01
1.059833360000000000e+08,3.701669311523437500e+01
1.076000000000000000e+08,3.612046813964843750e+01
1.092166640000000000e+08,3.585498046875000000e+01
1.108333360000000000e+08,3.594062423706054688e+01
1.124500000000000000e+08,3.600570297241210938e+01
1.140666640000000000e+08,3.540225982666015625e+01
