# f[Hz], a[dB]
3.000000000000000000e+07,3.606003189086914062e+01
3.161666600000000000e+07,3.507402801513671875e+01
3.323333400000000000e+07,3.542876052856445312e+01
3.485000000000000000e+07,3.574190139770507812e+01
3.646666800000000000e+07,3.559357070922851562e+01
3.808333200000000000e+07,3.548130035400390625e+01
3.970000000000000000e+07,3.542173767089843750e+01
4.131666800000000000e+07,3.541625595092773438e+01
4.293333200000000000e+07,3.532501602172851562e+01
4.455000000000000000e+07,3.526702117919921875e+01
4.616666800000000000e+07,3.602470016479492188e+01
4.778333200000000000e+07,3.513180923461914062e+01
4.940000000000000000e+07,3.570783996582031250e+01
5.101666800000000000e+07,3.621876144409179688e+01
5.263333200000000000e+07,3.564634704589843750e+01
5.425000000000000000e+07,3.509695816040039062e+01
5.586666800000000000e+07,3.546311569213867188e+01
5.748333200000000000e+07,3.580179595947265625e+01
5.910000000000000000e+07,3.587957763671875000e+01
6.071666800000000000e+07,3.597473526000976562e+01
6.233333200000000000e+07,3.593368530273437500e+01
6.395000000000000000e+07,3.547547531127929688e+01
6.556666800000000000e+07,3.558117294311523438e+01
6.718333600000000000e+07,3.486079788208007812e+01
6.880000000000000000e+07,3.529451751708984375e+01
7.041666400000000000e+07,3.561223602294921875e+01
7.203333600000000000e+07,3.516639328002929688e+01
7.365000000000000000e+07,3.615107345581054688e+01
7.526666400000000000e+07,3.624105072021484375e+01
7.688333600000000000e+07,3.552886962890625000e+01
7.850000000000000000e+07,3.587005233764648438e+01
8.011666400000000000e+07,3.609358215332031250e+01
8.173333600000000000e+07,3.593260955810546875e+01
8.335000000000000000e+07,3.632889556884765625e+01
8.496666400000000000e+07,3.580171585083007812e+01
8.658333600000000000e+07,3.617569351196289062e+01
8.820000000000000000e+07,3.584473037719726562e+01
8.981666400000000000e+07,3.555341339111328125e+01
9.143333600000000000e+07,3.626057052612304688e+01
9.305000000000000000e+07,3.651344299316406250e+01
9.466666400000000000e+07,3.619673156738281250e+01
9.628333600000000000e+07,3.650825881958007812e+01
9.790000000000000000e+07,3.638764953613281250e+01
9.951666400000000000e+07,3.588785552978515625e+01
1.011333360000000000e+08,3.596578979492187500e+01
1.027500000000000000e+08,3.643780899047851562e+01
1.043666640000000000e+08,3.598277664184570312e+01
1.059833360000000000e+08,3.578518295288085938e+01
1.076000000000000000e+08,3.620207214355468750e+01
1.092166640000000000e+08,3.567395019531250000e+01
1.108333360000000000e+08,3.603872680664062500e+01
1.124500000000000000e+08,3.607098007202148438e+01
1.140666640000000000e+08,3.544985961914062500e+01
1.156833360000000000e+08,3.583858489990234375e+01
1.173000000000000000e+08,3.616625976562500000e+01
1.189166640000000000e+08,3.663300323486328125e+01
1.205333360000000000e+08,3.636687088012695312e+01
1.221500000000000000e+08,3.583255386352539062e+01
1.237666640000000000e+08,3.612090301513671875e+01
1.253833360000000000e+08,3.587029647827148438e+01
1.270000000000000000e+08,3.591127395629882812e+01
1.286166640000000000e+08,3.601458740234375000e+01
1.302333360000000000e+08,3.697385025024414062e+01
1.318500000000000000e+08,3.584602355957031250e+01
1.334666640000000000e+08,3.676695251464843750e+01
1.350833280000000000e+08,3.563691711425781250e+01
1.367000000000000000e+08,3.634674453735351562e+01
1.383166720000000000e+08,3.677369308471679688e+01
1.399333280000000000e+08,3.624401855468750000e+01
1.415500000000000000e+08,3.611836242675781250e+01
1.431666720000000000e+08,3.653570175170898438e+01
1.447833280000000000e+08,3.611031341552734375e+01
1.464000000000000000e+08,3.543277740478515625e+01
1.480166720000000000e+08,3.651374053955078125e+01
1.496333280000000000e+08,3.643385314941406250e+01
1.512500000000000000e+08,3.636306762695312500e+01
1.528666720000000000e+08,3.678575134277343750e+01
1.544833280000000000e+08,3.635341262817382812e+01
1.561000000000000000e+08,3.698540115356445312e+01
1.577166720000000000e+08,3.623752975463867188e+01
1.593333280000000000e+08,3.647929763793945312e+01
1.609500000000000000e+08,3.605172348022460938e+01
1.625666720000000000e+08,3.661192321777343750e+01
1.641833280000000000e+08,3.589447402954101562e+01
1.658000000000000000e+08,3.651673507690429688e+01
1.674166720000000000e+08,3.638350677490234375e+01
1.690333280000000000e+08,3.689802551269531250e+01
1.706500000000000000e+08,3.635997772216796875e+01
1.722666720000000000e+08,3.700455856323242188e+01
1.738833280000000000e+08,3.721462249755859375e+01
1.755000000000000000e+08,3.615808868408203125e+01
1.771166720000000000e+08,3.639587783813476562e+01
1.787333280000000000e+08,3.636924743652343750e+01
1.803500000000000000e+08,3.636229705810546875e+01
1.819666720000000000e+08,3.685350799560546875e+01
1.835833280000000000e+08,3.631571960449218750e+01
1.852000000000000000e+08,3.664834594726562500e+01
1.868166720000000000e+08,3.624495315551757812e+01
1.884333280000000000e+08,3.653709030151367188e+01
1.900500000000000000e+08,3.696148681640625000e+01
1.916666720000000000e+08,3.606372070312500000e+01
1.932833280000000000e+08,3.654876708984375000e+01
1.949000000000000000e+08,3.690237808227539062e+01
1.965166720000000000e+08,3.657160949707031250e+01
1.981333280000000000e+08,3.584949111938476562e+01
1.997500000000000000e+08,3.564640045166015625e+01
2.013666720000000000e+08,3.664122009277343750e+01
2.029833280000000000e+08,3.687370681762695312e+01
2.046000000000000000e+08,3.585173034667968750e+01
2.062166720000000000e+08,3.669880676269531250e+01
2.078333280000000000e+08,3.604684448242187500e+01
2.094500000000000000e+08,3.583446502685546875e+01
2.110666720000000000e+08,3.594050598144531250e+01
2.126833280000000000e+08,3.572055435180664062e+01
2.143000000000000000e+08,3.616329193115234375e+01
2.159166720000000000e+08,3.617873382568359375e+01
2.175333280000000000e+08,3.719251632690429688e+01
2.191500000000000000e+08,3.547989273071289062e+01
2.207666720000000000e+08,3.581663894653320312e+01
2.223833280000000000e+08,3.635272979736328125e+01
2.240000000000000000e+08,3.662460327148437500e+01
2.256166720000000000e+08,3.562360382080078125e+01
2.272333280000000000e+08,3.591084671020507812e+01
2.288500000000000000e+08,3.677500152587890625e+01
2.304666720000000000e+08,3.618024063110351562e+01
2.320833280000000000e+08,3.522276306152343750e+01
2.337000000000000000e+08,3.618824386596679688e+01
2.353166720000000000e+08,3.543746948242187500e+01
2.369333280000000000e+08,3.567048263549804688e+01
2.385500000000000000e+08,3.587140655517578125e+01
2.401666720000000000e+08,3.608329772949218750e+01
2.417833280000000000e+08,3.654303741455078125e+01
2.434000000000000000e+08,3.629522705078125000e+01
2.450166720000000000e+08,3.628460311889648438e+01
2.466333280000000000e+08,3.523133850097656250e+01
2.482500000000000000e+08,3.534187698364257812e+01
2.498666720000000000e+08,3.552663803100585938e+01
2.514833280000000000e+08,3.602561950683593750e+01
2.531000000000000000e+08,3.592609786987304688e+01
2.547166720000000000e+08,3.583003616333007812e+01
2.563333280000000000e+08,3.574495697021484375e+01
2.579500000000000000e+08,3.575284194946289062e+01
2.595666720000000000e+08,3.599620437622070312e+01
2.611833280000000000e+08,3.634575653076171875e+01
2.628000000000000000e+08,3.592432022094726562e+01
2.644166720000000000e+08,3.597481918334960938e+01
2.660333280000000000e+08,3.590768432617187500e+01
2.676500000000000000e+08,3.534450912475585938e+01
2.692666560000000000e+08,3.561019134521484375e+01
2.708833280000000000e+08,3.608402252197265625e+01
2.725000000000000000e+08,3.606190872192382812e+01
2.741166720000000000e+08,3.598769760131835938e+01
2.757333440000000000e+08,3.681493377685546875e+01
